object_number,taxonomy.scientific_name,taxonomy.common_name,preparation,form,field_coll.name,field_coll.place,field_coll.date.start,field_coll.date.end
NH:2003.52.748,"Accipiter soloensis (Horsfield, 1821)",Chinese goshawk,taxidermy,mounted,,Java,,
NH:1914.197.1,Accipiter striatus velox (Wilson),sharp-shinned hawk (northern),taxidermy,mounted,,Fredericton,,
NH:1886.154.1,Accipiter striatus Vieillot,sharp-shinned hawk,skin,,,,,
NH:1925.28.1,Accipiter striatus Vieillot,sharp-shinned hawk,skin,,"Brooke, Victor A. Kirke Swany, H.",Ireland (?),1871-01-01,1871-12-31
NH:2003.51.1445,Accipiter tachiro (Daudin),African goshawk,skin,,,South Africa,,
NH:2003.51.1446,Accipiter tachiro (Daudin),African goshawk,skin,,,South Africa,,
NH:1966.26.465,Accipiter tachiro sparsimfasciatus (Reichenow),,skin,,,"Kituamba, Mitubiri",12/11/1947,24/10/1966
NH:1966.26.69,Accipiter tachiro sparsimfasciatus (Reichenow),,skin,bagged,,Yatta Plateau,16/05/1939,24/10/1966
NH:1966.26.78,Accipiter tachiro sparsimfasciatus (Reichenow),,skin,bagged,,Chania River (Thika),28/07/1944,24/10/1966
NH:1966.26.81,Accipiter tachiro sparsimfasciatus (Reichenow),,skin,bagged,,Thika,17/11/1939,24/10/1966
NH:1966.26.94,Accipiter tachiro sparsimfasciatus (Reichenow),,skin,bagged,,Sultan Hamud,07/08/1940,24/10/1966
NH:2003.52.105,Accipiter tinus (Daud.),tiny falcon,taxidermy,mounted,,South America,,
NH:1887.2902.708,Accipiter trinotatus Bonaparte,spot-tailed goshawk,skin,,"Meyer, A.B. (Dr)",North Sulawesi (province),1871,
NH:1887.2902.710,Accipiter virgatus (Temminck),besra,skin,,,Sikkim,,
NH:1887.2902.711,Accipiter virgatus (Temminck),besra,skin,,"Mundelli, L.",Sikkim,,
NH:1909.31.28,Accipiter virgatus (Temminck),besra,skin,,,Yangon,05/07/1900,
NH:2003.51.1458,Accipiter virgatus (Temminck),besra,skin,,,,,
NH:2004.79.244,Accipitridae,,skeleton,boxed,,,,
NH:1966.26.627,Accipitridae,,skin,,,Kenya (nation)South AmericaNorth America,,24/10/1966
NH:2003.52.276,Aceros cassidix,Celebes Hornbill,taxidermy,mounted,,Sulawesi (island),,
NH:2003.51.525,Aceros corrugatus,Wrinkled Hornbill,skin,,,Malacca (state),,
NH:2003.52.275,Aceros corrugatus,Wrinkled Hornbill,taxidermy,mounted,,Malacca (state),,
NH:1887.2902.451,Aceros nepalensis (Hodgs.),Rufous-necked Hornbill,skin,,,Sikkim,,
NH:2003.51.527,Aceros undulatus,Wreathed Hornbill,skin,,,Malacca (state),,
NH:2003.51.528,Aceros undulatus,Wreathed Hornbill,skin,,,Malacca (state),,
NH:1906.322.1,Acestrura bombus,Little Woodstar,taxidermy,mounted,,Jamaica (nation),,
NH:2008.73.141,Acredula erythrocephala Vig.,Red-headed tit,taxidermy,mounted,,Himalayas (mountain system),,
NH:1887.2902.1787,"Acridotheres fuscus (Wagler, 1827)",Jungle Myna,skin,,"Ball, Valentine (CB, FRS)",,,
NH:1887.2902.1788,"Acridotheres fuscus (Wagler, 1827)",Jungle Myna,skin,,"Murray, W.G. (Captain)",Himalayas (north west),,
NH:1887.2902.1789,"Acridotheres fuscus (Wagler, 1827)",Jungle Myna,skin,,,,1877-02-02,
NH:1887.2902.1790,"Acridotheres fuscus (Wagler, 1827)",Jungle Myna,skin,,"Ball, Valentine (CB, FRS)",Calcutta Bazaar,,
NH:1887.2902.1791,"Acridotheres fuscus (Wagler, 1827)",Jungle Myna,skin,,"Cunningham, W.",Futa Valley,1876-07,
NH:2008.73.272,Acridotheres gingianus (Lath.),Bank Myna,taxidermy,mounted,,Himalayas (mountain system),,
NH:2006.12.52,Acridotheres ginginianus (Lath.),Bank Myna,skin,,,India,,
NH:2006.12.53,Acridotheres ginginianus (Lath.),Bank Myna,skin,,,India,,
NH:2008.73.275,Acridotheres javanicus Cab.,Javan Myna,taxidermy,mounted,,Java,,
NH:1887.2902.1792,Acridotheres tristis (Linnaeus),Common Myna,skin,,,Kolkata,1869-11,
NH:1887.2902.1793,Acridotheres tristis (Linnaeus),Common Myna,skin,,,Himalayas (Northwest),,
NH:1887.2902.2344,Acridotheres tristis (Linnaeus),Common Myna,skin,,,India,,
NH:1887.2902.2345,Acridotheres tristis (Linnaeus),Common Myna,skin,,,India,,
NH:1887.2902.2346,Acridotheres tristis (Linnaeus),Common Myna,skin,,"Ball, Valentine (CB, FRS)",India,1869-02-14,
NH:1887.2902.2347,Acridotheres tristis (Linnaeus),Common Myna,skin,,,India,,
NH:2006.12.54,Acridotheres tristis (Linnaeus),Common Myna,skin,,,India,,
NH:2006.12.57,Acridotheres tristis (Linnaeus),Common Myna,skin,,,Madagascar,1861-10,
NH:2006.12.58,Acridotheres tristis (Linnaeus),Common Myna,skin,,,Himalayas (mountain system),,
NH:2006.12.59,Acridotheres tristis (Linnaeus),Common Myna,skin,,,Mauritius (island),1864-09-20,
NH:2006.12.60,Acridotheres tristis (Linnaeus),Common Myna,skin,,,Mauritius (island),,
NH:2006.12.63,Acridotheres tristis (Linnaeus),Common Myna,skin,,,Malaysia,1868-10-05,
NH:2008.73.277,Acridotheres tristis (Linnaeus),Common Myna,taxidermy,mounted,,Himalayas (mountain system),,
NH:1881.566.1,Acridotheres tristis melanosternus,,skin,,,Sri Lanka (nation),,
NH:1923.46.84,Acridotheres tristis melanosternus,,skin,,,Sri Lanka (nation),1877-05,
NH:1923.46.85,Acridotheres tristis melanosternus,,skin,,,Backiovalla (Galle),1877-03,
NH:1923.46.86,Acridotheres tristis melanosternus,,skin,,,Sri Lanka (nation),1877-02-18,
NH:2004.82.1080,Acritillas indica icterica,,skin,,,India,,
NH:2004.82.1081,Acritillas indica icterica,,skin,,,Batchian (?),,
NH:1923.46.142,"Acritillas indica icterica (Strickland, 1844)",,skin,boxed,,Galle,1877-04,
NH:1887.2902.1559,"Acrocephalus agricola (Jerdon, 1845)",paddyfield warbler,skin,,"Ball, Valentine (CB, FRS)",India,,
NH:1986.5.1,"Acrocephalus agricola (Jerdon, 1845)",paddyfield warbler,skin,boxed,Data available,North Slob,07/12/1982,07/12/1982
NH:1998.39.1,"Acrocephalus agricola (Jerdon, 1845)",paddyfield warbler,taxidermy,mounted,Data available,Galley Head,13/10/1991,13/10/1991
NH:1903.96.1,"Acrocephalus arundinaceus (Linnaeus, 1758)",great reed-warbler,taxidermynest,mounted,,Europe (continent),,
NH:1890.17.18,"Acrocephalus bistrigiceps Swinhoe, 1860",black-browed reed-warbler,skin,,,Ussuri,1885-05-29,
NH:1910.203.1,"Acrocephalus bistrigiceps Swinhoe, 1860",black-browed reed-warbler,skin,,,Ussuri,1894-06-02,
NH:1887.2902.1556,Acrocephalus dumetorum Blyth,Blyth's reed-warbler,skin,,"Ball, Valentine (CB, FRS)",Kolkata,1872-11,
NH:1887.2902.1557,Acrocephalus dumetorum Blyth,Blyth's reed-warbler,skin,,,Lohardugga,1877-12-18,
NH:1887.2902.1558,Acrocephalus dumetorum Blyth,Blyth's reed-warbler,skin,,"Ball, Valentine (CB, FRS)",Kolkata,1872-11,
NH:1887.2902.1560,Acrocephalus dumetorum Blyth,Blyth's reed-warbler,skin,,"Ball, Valentine (CB, FRS)",Sikkim,1872-11,
NH:1887.2902.1561,Acrocephalus dumetorum Blyth,Blyth's reed-warbler,skin,,"Ball, Valentine (CB, FRS)",Kolkata,,
NH:1887.2902.1549,"Acrocephalus melanopogon (Temminck, 1823)",moustached warbler,skin,,"Brookes, W.E.",Kashmir (India),1871-02-02,
NH:1893.49.27,"Acrocephalus melanopogon (Temminck, 1823)",moustached warbler,skin,,,Hungary (nation),1892-05-30,
NH:1893.83.17,"Acrocephalus melanopogon (Temminck, 1823)",moustached warbler,skin,,,France (south),1891-12-17,
NH:2004.82.1512,"Acrocephalus orientalis (Temminck & Schlegel, 1847)",Oriental reed-warbler,skin,,Swinhoe,Xiamen,,
NH:1881.37.1,"Acrocephalus paludicola (Vieillot, 1817)",,skin,,,Anclam,1880-07-14,
NH:1881.38.1,"Acrocephalus paludicola (Vieillot, 1817)",,skin,,,Anclam,1879-07-08,
NH:1893.49.28,"Acrocephalus paludicola (Vieillot, 1817)",,skin,,,France (south),1892-05-19,
NH:1893.83.18,"Acrocephalus paludicola (Vieillot, 1817)",,skin,,,France (south),1892-05-02,
NH:1893.83.19,"Acrocephalus paludicola (Vieillot, 1817)",,skin,,,France (south),1892-05-11,
NH:1915.106.1,"Acrocephalus paludicola (Vieillot, 1817)",,taxidermy,mountedglass case [also glass dome],,Tuskar Rock Lighthouse,09/08/1913,
NH:1916.124.220,"Acrocephalus paludicola (Vieillot, 1817)",,taxidermy,mounted,,Bull Rock Lighthouse,20/09/1903,
NH:1895.170.11,"Acrocephalus palustris (Bechstein, 1798)",marsh warbler,skin,,,Cremona (province),,
NH:1910.210.1,"Acrocephalus palustris (Bechstein, 1798)",marsh warbler,skin,,,Sarpa River,1909-05,
NH:1910.210.2,"Acrocephalus palustris (Bechstein, 1798)",marsh warbler,skin,,,Sarpa River,1909-05,
NH:1916.126.630,"Acrocephalus palustris (Bechstein, 1798)",marsh warbler,skin,boxed,"More, Alexander Goodman",Cambridgeshire (county),,
NH:1912.40.1,"Acrocephalus palustris (Bechstein, 1798)",marsh warbler,taxidermy,mounted,,Gloucestershire,10/06/1908,10/06/1908
NH:1928.66.1,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skeleton,boxed,Data available,St Johns Point Lighthouse,24/04/1939,
NH:1891.77.80,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,France (south),1890-06-06,
NH:1891.77.81,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,France (south),1890-09-16,
NH:1893.60.1,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Maidens Lighthouse,,
NH:1893.60.2,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Maidens Lighthouse,,
NH:1896.99.1,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,"Kennedy, H.",Tuskar lighthouse,1896-08-07,
NH:1900.7.105,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Hook Head Lighthouse,,
NH:1900.7.106,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Harrow on the Hill,1887,
NH:1905.79.33,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Biskra,17/03/1905,
NH:1913.34.195,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Bramford (Suffolk),1899-04-27,
NH:1916.122.191,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Rockabill,05/05/1907,
NH:1916.122.192,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Oyster Island,22/05/1906,
NH:1916.122.193,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Blackwater Lighthouse,14/05/1902,
NH:1916.122.194,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,South Arklow Lightship,1889-05-14,
NH:1916.122.195,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Old Head of Kinsale,22/09/1909,
NH:1916.122.196,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Fastnet,16/08/1913,
NH:1916.122.197,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Fastnet,1896-09-11,
NH:1916.122.198,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Maidens Lighthouse,04/05/1905,04/05/1905
NH:1916.122.199,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Mine Head,23/06/1906,
NH:1916.122.200,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Mine Head,23/08/1906,
NH:1916.122.201,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Mine Head,1886-05-06,
NH:1916.122.202,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Mew Island,1889-05-07,
NH:1916.122.203,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Rockabill,04/05/1908,
NH:1916.122.204,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,South Arklow Lightship,17/05/1915,
NH:1916.122.318,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Tuskar Rock Lighthouse,1890-08-14,
NH:1916.122.319,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,bagged,,Tuskar Rock Lighthouse,30/04/1914,
NH:1916.122.320,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Tuskar Rock Lighthouse,1888-05,
NH:1916.122.321,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Tuskar Rock Lighthouse,12/09/1910,
NH:1916.122.322,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Tuskar Rock Lighthouse,1890-08-12,
NH:1916.122.323,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Tuskar Rock Lighthouse,1888-05-16,
NH:1916.122.324,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Tuskar Rock Lighthouse,1886-05-10,
NH:1916.122.325,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Tuskar Rock Lighthouse,1890-05-16,
NH:1916.122.326,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,bagged,,Tuskar Rock Lighthouse,17/05/1915,
NH:1916.122.327,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Tuskar Rock Lighthouse,10/09/1910,
NH:1916.122.328,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Tuskar Rock Lighthouse,10/08/1910,
NH:1916.122.329,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,,Tuskar Rock Lighthouse,1886-05-10,
NH:1916.127.30,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,"Kelly, H.",Rockabill,1897-04-28,
NH:1916.127.46,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,"Glanville, J.",Tuskar,14/05/1912,
NH:1916.128.1296,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Old Head of Kinsale Lighthouse,01/01/1910,31/12/1910
NH:1916.128.1297,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Old Head of Kinsale Lighthouse,09/09/1910,09/09/1910
NH:1916.128.1298,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Old Head of Kinsale Lighthouse,31/05/1906,31/05/1906
NH:1916.128.1299,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,"Rohu, E.",Fastnet Rock,1899-08-14,
NH:1916.128.1300,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Fastnet Rock Lighthouse,17/08/1913,17/08/1913
NH:1916.128.1301,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Fastnet Rock Lighthouse,05/09/1913,05/09/1913
NH:1916.128.1302,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Old Head of Kinsale Lighthouse,1889-08-04,1889-08-04
NH:1916.128.1303,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Old Head of Kinsale Lighthouse,1889-09-06,1889-09-06
NH:1916.128.1304,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Old Head of Kinsale Lighthouse,12/08/1910,
NH:1916.128.1305,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Old Head of Kinsale Lighthouse,11/05/1910,
NH:1916.128.1306,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Mine Head,1886-05-10,
NH:1916.128.1307,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,"McCarron, Edward",Mine Head lighthouse,1886-08-25,
NH:1916.128.1308,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,"McCarron, Edward",Mine Head lighthouse,1888-05-18,
NH:1916.128.1309,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,"Hawkins, C.",Mine Head lighthouse,1899-08-07,
NH:1916.128.1310,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,"Sole, B.",Mine Head lighthouse,23/08/1906,
NH:1916.128.1311,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Hook Tower,,
NH:1916.128.1312,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,Boxer (RN),Hook Tower,1886-09,
NH:1916.128.1313,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Hook Tower,1890-05-08,
NH:1916.128.1314,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,"James, W.H.",Hook Tower,1892-05-24,
NH:1916.128.1315,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,"James, W.H.",Hook Tower Lighthouse,1892-08-23,
NH:1916.128.1316,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,"Higginbotham, J.",Hook Tower Lighthouse,1893-04-25,
NH:1916.128.1317,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,"Higginbotham, J.",Hook Tower Lighthouse,1893-05-18,
NH:1916.128.1318,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Hook Tower Lighthouse,21/08/1906,
NH:1916.128.1319,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,"Duffy, J.R.",Hook Tower Lighthouse,06/08/1908,
NH:1916.128.1320,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Coningbeg Lightship,1887-05-30,
NH:1916.128.1321,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,"Clydesdale, W.",Coningbeg Lightship,1888-05-18,
NH:1916.128.1322,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Coningbeg Lightship,1888-05-09,
NH:1916.128.1323,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,"Luccan, T.",Coningbeg Lightship,11/09/1909,
NH:1916.128.1403,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,"Jeffers, B.R.",Rockabill,05/05/1903,
NH:1916.128.1404,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Rockabill,1891-09-14,
NH:1916.128.1405,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Rockabill,1889-05-04,
NH:1916.128.1406,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,"McCarron, E.",Howth Baily,1893-08-13,
NH:1916.128.1407,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Howth Baily,1892-05-24,
NH:1916.128.1408,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Howth Baily,1892,
NH:1916.128.1409,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,"Duff, W.",Codling lightship,06/05/1902,
NH:1916.128.1410,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,North Arklow Lightship,1892-05-23,
NH:1916.128.1411,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,North Arklow Lightship,1890-05-10,
NH:1916.128.1412,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,"Wall, Bernard",Osprey lightship,1890-05-10,
NH:1916.128.1413,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,South Arklow Lightship,1888-08-09,
NH:1916.128.1414,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,South Arklow Lightship,1888-08-09,
NH:1916.128.1415,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,South Arklow Lightship,1888-08-09,
NH:1916.128.1416,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,South Arklow Lightship,1888-08-09,
NH:1916.128.1417,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,"Murphy, N.",South Arklow,28/08/1914,
NH:1916.128.1418,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,"Murphy, N.",South Arklow,25/05/1913,
NH:1916.128.1419,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,"Broad, E.",South Arklow Lightship,1895-05-12,
NH:1916.128.1420,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,"Kearon, J.",South Arklow Lightship,1892-05-23,
NH:1916.128.1421,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,South Arklow Lightship,1889-05-14,
NH:1916.128.1422,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,South Arklow Lightship,1889-05-14,
NH:1916.128.1423,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Rockabill,26/05/1909,
NH:1916.128.1424,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Rockabill,26/05/1909,
NH:1916.128.1425,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Rockabill,26/05/1909,
NH:1916.128.1426,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Rockabill,03/06/1908,04/06/1908
NH:1916.128.1427,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Rockabill,26/05/1908,
NH:1916.128.1428,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Rockabill,03/05/1908,04/05/1908
NH:1916.128.1429,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,"King, J.",Rockabill,03/05/1908,04/05/1908
NH:1916.128.1430,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Rockabill,26/05/1908,
NH:1916.128.1431,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Rockabill,10/09/1907,
NH:1916.128.1432,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Rockabill,05/05/1907,
NH:1916.128.1433,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,,"Jeffers, B.R.",Rockabill,26/05/1906,
NH:1916.128.1434,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,"Kilgallon, A.",Rockabill,29/04/1913,
NH:1916.128.1435,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,Hamilton,Rockabill Lighthouse,13/05/1913,
NH:1916.128.1436,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,Hamilton,Rockabill,07/08/1912,
NH:1916.128.1437,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,Hamilton,Rockabill Lighthouse,1912,
NH:1916.128.1438,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Rockabill,26/05/1909,
NH:1916.128.1439,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Rockabill,26/05/1909,
NH:1916.128.1440,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Rockabill,26/05/1909,
NH:1916.128.1441,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Maidens South,1891-05-06,
NH:1916.128.1442,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,"Staniforth, S.",Mew Island,1899-05-02,
NH:1916.128.1443,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Mew Island,1893-05-27,
NH:1916.128.1444,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,"McCarron, E.",Mew Island,1890-05-08,
NH:1916.128.1445,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,"McCarron, Edward",Mew Island,1889-05-07,
NH:1916.128.1446,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Saint John's Point (Co. Down),10/08/1910,
NH:1916.128.1447,"Acrocephalus schoenobaenus (Linnaeus, 1758)",sedge warbler,skin,boxed,,Rockabill,1890-04-24,
